id,split,V,A,D,text,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN,map_from_VAD,map_from_lex
captured_moments_27771_27804,test,2.73,3.0,3.18,"""I must change my subject matter.",0.0,0.82,0.18,0.0258,-0.1666666666666666,0.3333333333333333,1.0,4,3
captured_moments_27805_27850,train,2.8,3.1,3.3,"No more urchins, dopers, vagrants, or whores.",0.554,0.446,0.0,-0.7351,-0.25,0.5,-1.0,4,4
captured_moments_27871_27912,test,3.0,3.0,3.2,"I want to do more traditional portraits.""",0.0,0.794,0.206,0.0772,0.25,0.625,1.0,3,3
captured_moments_27913_27975,train,2.25,3.5,2.75,"He spoke quickly, prepared to be rejected.",0.324,0.49,0.186,-0.34,0.3333333333333333,0.5,0.0,4,3
captured_moments_27976_28014,train,3.1,3.0,2.4,"""Would you permit me to do one of you?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28015_28030,train,3.1,2.9,3.1,"I would pay --""",0.412,0.588,0.0,-0.1027,0.0,0.0,-1.0,3,4
captured_moments_28049_28057,train,2.5,3.5,3.63,"""Never,""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_28049_28065,train,2.25,3.88,3.75,"""Never,"" I said.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_28084_28089,train,3.0,2.62,3.0,"""Ah.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28090_28110,train,3.0,3.0,3.0,He shrugged lightly.,0.0,1.0,0.0,0.0,0.4,0.7,0.0,3,3
captured_moments_28150_28168,train,4.0,3.2,3.2,"""It's an honor --""",0.0,0.484,0.516,0.4939,0.0,0.0,2.0,3,3
captured_moments_28187_28199,test,3.3,3.0,3.3,"""Of course,""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28187_28207,train,3.11,3.0,3.22,"""Of course,"" I said.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28208_28243,train,2.86,2.86,3.43,"""That's why I cannot take payment.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_28262_28266,train,3.0,3.1,3.1,"""Oh?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28267_28270,train,3.29,3.71,3.14,Oh!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28271_28282,train,3.88,3.62,2.75,"Thank you!""",0.0,0.264,0.736,0.4199,0.0,0.0,2.0,3,3
captured_moments_28283_28308,train,3.0,2.8,2.9,Malaquez turned to Tasha.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28309_28326,train,3.12,3.0,3.0,"""And you as well?",0.0,0.588,0.412,0.2732,0.0,0.0,0.0,3,3
captured_moments_28327_28380,train,3.0,3.2,2.8,"Perhaps the two of you together?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28399_28526,train,3.4,3.2,3.0,"Her eyes became circles at the idea of being, as she undoubtedly thought it, immortalized by Emil Malaquez.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_2848_3009,dev,3.14,2.86,3.0,"There's only one city: called Nuevo Acapulco in La Enciclopedia del Empirio de la Humanidad, it's N'apulco to the locals.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
captured_moments_28527_28752,dev,4.11,4.22,3.67,"Catching herself, she said casually, ""Oh..."" And then she smiled, laughed loudly at herself in the way that always made me think how much I loved her, and said, ""My God, yes, yes, yes!""",0.0,0.567,0.433,0.9577,0.3958333333333333,0.6277777777777778,10.0,3,3
captured_moments_28564_28571,train,3.0,2.88,3.0,"""Oh...""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_28728_28752,train,4.3,4.4,3.4,"""My God, yes, yes, yes!""",0.0,0.204,0.796,0.7777,0.0,0.0,4.0,3,3
captured_moments_28753_28863,train,4.38,3.88,3.13,"For a perfect moment, Emil and Tasha and I were one entity, laughing until our lungs hurt.",0.152,0.538,0.309,0.5423,1.0,1.0,2.0,3,3
captured_moments_28882_28898,train,1.67,3.67,2.44,This is torture.,0.661,0.339,0.0,-0.5994,0.0,0.0,-4.0,4,4
captured_moments_28899_28994,train,2.14,3.0,2.86,"I had not considered that I might not write to learn, but to punish myself.",0.277,0.723,0.0,-0.6808,0.0,0.0,-2.0,4,4
captured_moments_28995_29344,train,3.0,2.7,3.0,"Let me abuse the playwright and dismiss the penultimate scene in a few sentences: After giving Emil full rights to a sculpture of Tasha and me, we had a good dinner of curried clam chowder, lobsters boiled on Terra and unstopped still steaming on N'Apulco, and cinnamon custard for desert.",0.078,0.801,0.121,0.0772,0.2833333333333332,0.4166666666666667,-2.0,3,2
captured_moments_289_546,train,3.0,2.7,3.0,"To view a copy of the public domain dedication, visit http://creativecommons.org/licenses/publicdomain/ or send a letter to Creative Commons, 559 Nathan Abbott Way, Stanford, California 94305, USA.",0.0,0.888,0.112,0.4404,0.25,0.5333333333333333,4.0,3,3
captured_moments_29345_29398,test,3.2,2.8,3.0,Then we went out for a late swim.,0.0,1.0,0.0,0.0,-0.3,0.6,0.0,3,5
captured_moments_29417_29468,test,2.8,3.0,3.0,"I had drunk too much, I confess, though we all had.",0.231,0.769,0.0,-0.34,-0.15,0.6,-2.0,5,4
captured_moments_29469_29618,test,2.7,3.2,2.9,"Somehow, Tasha and I began to argue the worth of Solevgrad jazz, as inconsequential a topic as I can imagine.",0.124,0.777,0.098,-0.128,0.3,0.1,2.0,4,3
captured_moments_29619_29685,train,3.1,2.9,2.9,"She had studied it in school, so she thought herself as an expert.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_29686_29823,train,2.5,3.0,3.0,"I once had a neighbor who played it constantly, loudly, and badly, so I thought I knew it better.",0.152,0.588,0.26,0.296,-0.0333333333333332,0.6555555555555556,-1.0,4,3
captured_moments_29824_29886,test,2.9,3.0,2.9,"Malaquez tried to mediate, but I saw him as siding with Tasha.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_29907_29928,train,3.0,2.64,3.09,"So, I think, did she.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_29929_30046,train,3.1,3.0,3.0,"The subject shifted from music to Tasha's obsession with fame, undoubtedly by a leap that I made.",0.131,0.71,0.158,0.128,-0.1666666666666666,0.3333333333333333,1.0,3,3
captured_moments_30047_30079,train,2.8,2.6,2.8,She had no choice but to follow.,0.211,0.789,0.0,-0.1531,0.0,0.0,-1.0,3,2
captured_moments_30080_30164,train,2.5,3.0,3.0,"(I do not remember any of this well, just now, nor do I care to.",0.155,0.706,0.14,-0.0652,0.0,0.0,2.0,4,3
captured_moments_3010_3212,dev,3.22,3.22,3.22,The N'apulcans are mostly emigrants from Polaris II; the only difference between them and their Carribbean ancestors is that the ancestors fleeced NorAm tourists.,0.0,1.0,0.0,0.0,0.25,0.75,0.0,3,3
captured_moments_30165_30260,train,3.1,2.8,3.0,"Those who are truly curious may look at the last act of ""Captured Moments.""",0.0,0.698,0.302,0.6369,-0.05,0.5333333333333333,1.0,3,3
captured_moments_30260_30412,test,3.12,3.12,3.12,") I remember suggesting, with characteristic tact, that she add Emil to her small list of major accomplishments.",0.0,1.0,0.0,0.0,-0.0847222222222222,0.4555555555555555,2.0,3,3
captured_moments_30431_30466,train,2.4,3.2,2.7,"Malaquez glanced away, embarrassed.",0.455,0.545,0.0,-0.3612,0.0,0.0,-2.0,4,4
captured_moments_30467_30509,test,3.4,3.1,3.1,"Tasha looked at me as if to say, ""I will.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_30500_30509,train,3.33,3.0,3.0,"""I will.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_30530_30569,dev,2.6,3.0,2.9,"She said, ""I feel sorry for you, Nardo.",0.157,0.843,0.0,-0.0772,-0.5,1.0,-1.0,4,4
captured_moments_30540_30569,train,2.38,3.12,2.88,"""I feel sorry for you, Nardo.",0.206,0.794,0.0,-0.0772,-0.5,1.0,-1.0,4,4
captured_moments_30570_30590,train,3.0,3.0,3.3,"I'll see Emil home.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_30609_30615,train,3.4,3.2,3.0,"""Yes,""",0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
captured_moments_30609_30673,train,3.0,3.29,3.0,"""Yes,"" I said, ""Do that,"" and did not care what she did, or why.",0.18,0.82,0.0,-0.3875,0.0,0.0,3.0,5,3
captured_moments_30624_30634,train,3.12,3.0,3.38,"""Do that,""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_30692_30723,train,2.8,3.1,2.9,"Emil asked, ""You're all right?""",0.0,1.0,0.0,0.0,0.2857142857142857,0.5357142857142857,0.0,5,3
captured_moments_30704_30723,train,2.91,3.27,2.91,"""You're all right?""",0.0,1.0,0.0,0.0,0.2857142857142857,0.5357142857142857,0.0,5,3
captured_moments_30724_30800,train,3.0,3.0,3.0,I muttered something he must have interpreted as assent.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_30801_30918,train,3.0,3.2,3.2,They both walked up to Emil's home while I watched the scarlet moonlight ripple on distant waves.,0.0,1.0,0.0,0.0,-0.1,0.35,0.0,5,3
captured_moments_30919_31124,train,2.14,3.29,2.86,"Disgusted with Tasha but more disgusted with myself, I finally realized she would not return that night and went into The Sleeping Flamingo to drink myself to sleep.",0.225,0.775,0.0,-0.8042,-0.375,0.875,-6.0,4,4
captured_moments_31143_31192,train,2.1,3.0,2.7,She had not come home when I woke in mid-morning.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_31193_31401,train,2.5,3.1,2.8,"I waited, and drank a glass of MorningAfter and three cups of coffee, and wondered whether our affair could survive the events of the night, and whether I wanted it to.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_31402_31557,train,2.7,2.8,2.7,"Perhaps I should have invited Emil to stay, but even then I knew that sex was not the problem between Tasha and me.",0.0,0.874,0.126,0.438,0.0,0.0,-2.0,5,2
captured_moments_31558_31696,train,2.75,3.0,3.0,"The problem was that I have trouble distinguishing between compromise and capitulation, between symbols and substance.",0.293,0.707,0.0,-0.6597,-0.2,0.2,-4.0,4,4
captured_moments_31697_31886,train,2.6,2.9,2.8,"Shortly before noon, I climbed the sandy path to Dream's End, rehearsing my apology, slowing only to pluck burrs from between my sandals and my feet.",0.0,0.952,0.048,0.0516,0.0,0.65,0.0,4,3
captured_moments_31905_31975,train,2.9,3.0,3.2,Malaquez answered the door in blood-red pajamas and a black silk robe.,0.0,1.0,0.0,0.0,-0.1666666666666666,0.4333333333333333,0.0,5,5
captured_moments_31976_32079,train,2.5,3.5,3.2,"Sixty years ago in a similar situation, I had broken my knuckles on someone's face.",0.205,0.795,0.0,-0.4767,-0.2,0.4,-1.0,4,4
captured_moments_32080_32131,train,2.8,3.0,2.8,"I merely said, ""Is Tasha here?""",0.0,1.0,0.0,0.0,-0.5,0.5,0.0,5,4
captured_moments_32115_32131,train,2.9,3.1,3.1,"""Is Tasha here?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_3213_3288,train,2.9,3.2,3.0,Now the N'apulcans profit from their Hispanic siblings.,0.0,0.707,0.293,0.4404,0.0,0.0,2.0,5,3
captured_moments_32150_32191,train,3.0,2.9,3.1,"He pursed his lips slightly, then nodded.",0.0,1.0,0.0,0.0,-0.1666666666666666,0.1666666666666666,0.0,3,5
captured_moments_32217_32233,train,3.0,3.12,2.75,"""May I see her?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_32234_32286,train,2.5,3.12,3.13,"When he hesitated, I said, ""Last night was my fault.",0.417,0.583,0.0,-0.6124,0.0,0.0666666666666666,0.0,4,4
captured_moments_32261_32286,train,2.2,3.0,2.9,"""Last night was my fault.",0.403,0.597,0.0,-0.4019,0.0,0.0666666666666666,0.0,4,4
captured_moments_32287_32340,train,3.0,3.0,2.92,I hold it against neither of you.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_32349_32369,dev,3.0,2.83,3.5,"Let me talk to her.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_32388_32394,train,3.0,2.71,2.86,"""I --""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_32413_32422,train,3.1,3.0,3.0,"""Please.""",0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
captured_moments_32441_32484,train,3.33,2.83,3.0,"He looked me and at last said, ""Very well.""",0.0,1.0,0.0,0.0,0.1,0.1833333333333333,0.0,3,3
captured_moments_32472_32484,train,3.5,3.12,3.12,"""Very well.""",0.0,1.0,0.0,0.0,0.2,0.3,0.0,3,3
captured_moments_32503_32542,train,2.9,2.7,2.9,We walked through his house in silence.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_32661_32841,test,3.0,3.1,3.0,"A tall, narrow stopbox stood in the center of one room; sand trickled forever downward while beads of water splashed across the sand's path.",0.0,0.952,0.048,0.0258,-0.15,0.25,0.0,3,3
captured_moments_32842_32918,train,2.8,3.0,3.1,"If that was Malaquez's work, it was a very minor effort.",0.0,1.0,0.0,0.0,-0.065,0.26,0.0,5,3
captured_moments_32919_32962,train,2.63,2.75,3.0,"But then, I was in no mood to consider art.",0.259,0.741,0.0,-0.4215,0.0,0.0,-1.0,4,4
captured_moments_32963_33044,test,2.14,3.43,2.86,I only wanted to despise the man who had slept with my lover.,0.148,0.617,0.235,0.34,0.0,1.0,0.0,4,3
captured_moments_33045_33103,train,2.88,3.0,3.12,That was easier than despising myself.,0.352,0.381,0.267,-0.2263,0.0,0.0,0.0,5,3
captured_moments_3307_3337,train,2.57,3.14,3.29,I don't mean to sound cynical.,0.394,0.606,0.0,-0.3818,-0.1708333333333333,0.6958333333333333,-2.0,4,4
captured_moments_33122_33154,dev,2.9,2.9,2.8,He paused before a bedroom door.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_33155_33177,train,3.0,3.12,3.88,"""I should go in first.",0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0,5,3
captured_moments_33213_33222,dev,3.9,3.2,3.1,I smiled.,0.0,0.0,1.0,0.5423,0.6,0.2,2.0,3,3
captured_moments_33283_33304,train,2.8,3.1,3.2,"""What would it hurt?""",0.0,1.0,0.0,0.0,0.0,0.0,-2.0,4,2
captured_moments_33323_33329,train,3.33,3.0,3.44,"""True.",0.0,1.0,0.0,0.0,0.35,0.65,2.0,3,3
captured_moments_33330_33339,train,3.14,3.14,3.43,Go ahead.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_33340_33352,train,2.9,3.1,3.0,"Tell her...""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_33365_33387,train,4.4,4.1,3.8,"""Tell her I love her.""",0.0,0.417,0.583,0.6369,0.5,0.6,3.0,3,3
captured_moments_3338_3480,train,2.88,3.0,3.12,"I suppose I wish to show that I'm still capable of a certain authorial distance, a semblance of dispassionate observation.",0.0,0.637,0.363,0.7506,0.2071428571428571,0.4857142857142857,3.0,5,3
captured_moments_33406_33478,train,2.7,3.0,2.7,"He studied me, then said, ""I'm sorry things happened this way, Bernardo.",0.106,0.894,0.0,-0.0772,-0.5,1.0,-1.0,4,4
captured_moments_33432_33478,train,2.12,3.12,2.62,"""I'm sorry things happened this way, Bernardo.",0.178,0.822,0.0,-0.0772,-0.5,1.0,-1.0,4,4
captured_moments_33479_33533,test,3.1,3.2,2.7,"I didn't anticipate last night --""",0.0,1.0,0.0,0.0,0.0,0.0666666666666666,0.0,3,3
captured_moments_33552_33600,train,3.38,3.13,3.62,"""I'm very good at making things happen this way.",0.0,0.715,0.285,0.4927,0.91,0.7800000000000001,3.0,3,3
captured_moments_33601_33653,train,2.4,3.1,2.6,"But if Tasha will forgive me --""",0.0,0.694,0.306,0.3919,0.0,0.0,1.0,4,3
captured_moments_33672_33739,train,2.25,3.0,2.75,"He nodded, repeated, ""I am sorry,"" then slipped into the next room.",0.0,1.0,0.0,0.0,-0.25,0.5,-1.0,4,4
captured_moments_33693_33706,dev,2.3,3.1,2.8,"""I am sorry,""",0.0,1.0,0.0,0.0,-0.5,1.0,-1.0,4,4
captured_moments_33740_33796,test,2.7,3.2,2.7,"I waited in the dark, carpeted hall.",0.0,1.0,0.0,0.0,-0.15,0.4,0.0,4,5
captured_moments_33844_33911,test,2.9,2.9,2.9,"I heard no voices until Malaquez said, ""Enter.""",0.268,0.732,0.0,-0.296,0.0,0.0,-1.0,3,4
captured_moments_33903_33911,dev,3.1,3.0,3.3,"""Enter.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_33930_33963,train,3.0,2.63,3.0,I blinked when I opened the door.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_33964_33999,train,3.37,2.88,3.0,Sunlight filled Malaquez's bedroom.,0.0,1.0,0.0,0.0,0.4,0.9,0.0,3,3
captured_moments_34000_34061,train,2.9,3.6,2.8,Tasha lay sprawled nude on a rumpled bed.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_34062_34148,dev,3.4,2.9,2.9,Her skin seemed as smooth and as polished as the bed's teak frame.,0.0,1.0,0.0,0.0,0.4,0.5,2.0,3,3
captured_moments_34149_34268,train,3.63,3.82,3.0,"She was looking slightly to my left, smiling with trust and satisfaction like one sexually content.",0.0,0.506,0.494,0.8934,0.25,0.4166666666666667,5.0,3,3
captured_moments_34269_34345,train,3.0,2.89,3.0,"Malaquez stood near her, pointing something at my chest.",0.0,1.0,0.0,0.0,0.1,0.4,0.0,3,3
captured_moments_34346_34444,test,3.5,3.1,2.9,"Though the morning sun shone fully on both of them, it shimmered around Tasha.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_34463_34599,train,2.56,3.22,3.11,The part of my mind that remembered four months in NorAm during the Great Cleaning sent me rolling across the floor.,0.0,0.83,0.17,0.6249,0.8,0.75,3.0,4,3
captured_moments_34600_34866,train,3.0,3.2,3.1,"Malaquez was not prepared for me to react so quickly, or perhaps he waited too long for an expression I would not have, a gesture I would not make, a poignant moment of repentence, wonder, despair, or love.",0.101,0.792,0.107,0.3036,0.1958333333333333,0.5,3.0,5,3
captured_moments_3481_3545,train,3.0,3.0,3.2,The following events may indicate otherwise.,0.0,1.0,0.0,0.0,0.0,0.1,0.0,3,3
captured_moments_34867_34910,train,2.8,3.4,3.3,"Had he been faster, he could have had rage.",0.31,0.69,0.0,-0.5574,0.0,0.0,-2.0,4,4
captured_moments_34911_34954,dev,1.8,4.0,3.7,I threw a chair at him.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_34955_35064,train,2.44,3.56,3.67,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers probing his neck.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_35083_35108,train,2.82,4.0,3.54,"I shouted, ""Where is she?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_35094_35108,train,3.0,3.0,3.11,"""Where is she?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_35109_35134,train,2.4,3.6,3.8,"Tell me, or I'll kill --""",0.485,0.515,0.0,-0.6908,0.0,0.0,-3.0,4,4
captured_moments_35153_35169,train,1.9,3.2,2.2,He began to cry.,0.508,0.492,0.0,-0.4767,0.0,0.0,-1.0,4,4
captured_moments_35170_35180,train,2.8,2.9,2.7,"""She left.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_35181_35205,train,3.0,2.67,3.0,"Earlier this morning --""",0.0,1.0,0.0,0.0,0.0,0.5,0.0,3,3
captured_moments_35224_35270,train,2.9,3.2,3.1,Her clothes lay by the cube enclosing the bed.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_35271_35326,train,2.6,3.5,3.6,I hit him with the back of my hand.,0.0,0.686,0.314,0.4939,0.0,0.0,0.0,4,3
captured_moments_35327_35347,train,3.09,3.0,3.45,"""Tell me, Malaquez.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_35366_35391,train,2.9,3.0,3.2,"""She wanted to be famous.",0.0,1.0,0.0,0.0,0.5,1.0,2.0,5,3
captured_moments_35392_35400,test,3.3,3.4,3.4,She did!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_35401_35418,test,2.9,3.0,3.5,"Now she will be.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_35437_35474,train,2.86,2.86,3.14,He seemed to expect me to understand.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_35475_35483,train,3.2,4.0,3.2,"""Where!""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_35484_35592,train,2.3,3.6,3.7,"I demanded, squeezing his throat until he began jerking his head madly at the sculpture.",0.277,0.723,0.0,-0.5574,-0.625,1.0,-4.0,4,4
captured_moments_35611_35639,train,3.25,3.25,3.12,I stared at the naked Tasha.,0.0,1.0,0.0,0.0,0.0,0.4,0.0,3,3
captured_moments_35640_35817,dev,2.44,3.67,3.56,"Most of his story I have pieced together since, but I understood enough as I knelt on his chest with my hands tight on his fleshy throat.",0.0,1.0,0.0,0.0,0.1071428571428571,0.4285714285714285,0.0,4,3
captured_moments_3564_3623,train,3.0,2.9,3.0,"In fine tourist tradition, most homes on Vega IV are named.",0.0,0.847,0.153,0.2023,0.4583333333333333,0.5,2.0,3,3
captured_moments_35818_35862,dev,3.0,3.1,3.1,He had made his name with a home capturador.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_35863_35987,train,3.0,2.8,2.8,"He began with small animals and moved on to derelicts and Undersiders, people who would never be missed.",0.0,0.9,0.1,0.2235,-0.25,0.4,-2.0,3,2
captured_moments_35988_36172,train,3.0,3.0,3.0,"Now he had thought to use vacationers like Tasha and me, and when someone came looking, he would say we had gone island-hopping in our windboat.",0.0,0.909,0.091,0.3612,0.0,0.0,2.0,3,3
captured_moments_36173_36280,train,2.6,3.0,2.4,Our boat would disappear into the ocean to be found or not as the wind and tides chose.,0.101,0.899,0.0,-0.2263,0.0,0.0,-1.0,4,2
captured_moments_3624_3712,train,3.0,2.8,3.0,"Mine was The Sleeping Flamingo, and its outer walls were coral pink.",0.0,1.0,0.0,0.0,-0.1,0.3,0.0,3,3
captured_moments_36281_36338,train,3.0,2.8,3.0,His story would stand in either case.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_36357_36464,train,2.8,3.2,3.0,"I wanted him to tell me more, but he babbled, begging me to forgive him, to understand.",0.0,0.85,0.15,0.3919,0.5,0.5,1.0,4,3
captured_moments_36465_36482,train,2.33,3.17,3.5,I did not listen.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_36659_36771,train,2.88,3.0,3.25,"I think I was wondering what it meant to say that a thing was art, so we accepted it as art.",0.0,0.877,0.123,0.3353,0.0,0.0,1.0,5,3
captured_moments_36772_36885,train,2.9,3.3,2.7,Or perhaps I was thinking about the things that humanity made that would outlive our species.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_36886_36980,train,3.0,2.89,3.0,But I was probably only looking at my reflection in the capturador's lens.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
captured_moments_36981_37063,train,2.86,3.0,3.14,"Had he said then that I should use it on myself, I might have.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
captured_moments_37082_37101,train,2.56,2.78,2.44,That moment passed.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_37102_37123,train,3.1,2.9,3.0,I looked at Malaquez.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_3713_3806,train,3.1,3.0,3.2,"Were they mood-sensitive, they would have changed as I first viewed them.",0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0,3,3
captured_moments_37195_37263,train,2.8,2.8,2.6,His lips contorted as if they had lost their ability to shape sound.,0.147,0.705,0.147,0.0,0.4,0.4,-1.0,5,3
captured_moments_37284_37334,train,2.4,3.1,2.8,I turned to touch the cube that was Tasha's crypt.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
captured_moments_37335_37489,train,3.44,3.11,2.78,"She smiled in trust or pleasure or pride, an erotic Mona Lisa who would smile forever, and I could never know why.",0.0,0.51,0.49,0.9371,0.5333333333333333,0.4000000000000001,8.0,3,3
captured_moments_37641_37660,train,3.1,3.1,3.8,I could free Tasha.,0.0,0.377,0.623,0.5106,0.4,0.8,1.0,5,3
captured_moments_37661_37724,train,3.1,3.0,3.2,"If I did, one of three things would happen.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_37725_37842,dev,2.9,3.1,3.0,Most likely: she would be meat --there is a reason why stopboxes are most often used in kitchens.,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,5,3
captured_moments_37843_37953,test,3.12,3.0,3.0,Less likely: she would live the rest of her days with a mind as free of worry as a slug's.,0.131,0.721,0.149,0.1027,0.0924242424242424,0.5916666666666667,-2.0,3,2
captured_moments_37954_38161,train,3.0,3.14,3.0,"And the tiniest chance of all: she would blink as if I had just materialized in Emil's bedroom, and then she would laugh and tell me that she was going to be immortal.",0.0,0.792,0.208,0.765,0.3,0.1,5.0,3,3
captured_moments_3807_3939,train,2.8,2.9,2.9,"The rental agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive either.",0.0,0.805,0.195,0.4404,0.8,1.0,2.0,5,3
captured_moments_38180_38297,train,3.0,2.8,3.1,"As I put my hand on the impervious surface of Tasha's stopbox, I heard Malaquez run for the door.",0.0,0.833,0.167,0.4939,0.0,0.0,0.0,3,3
captured_moments_38316_38426,train,3.1,3.0,3.0,It is strange to know that we can do acts of unrepayable kindness to those we should hate.,0.234,0.638,0.128,-0.3612,-0.425,0.525,-2.0,3,4
captured_moments_38427_38583,train,3.4,2.9,3.5,"Know this, my future self: Thanks to us, Emil Malaquez's name will live as long as his masterpiece, ""A Self-Portrait: Anguish,"" endures.",0.0,0.741,0.259,0.7906,0.0715909090909091,0.30625,3.0,3,3
captured_moments_38602_38612,test,3.0,2.9,2.9,And Tasha?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
captured_moments_38613_38681,train,2.67,2.83,2.83,I could say that I did not dare to take responsibility for her fate.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,3
captured_moments_38702_38864,test,3.2,3.2,3.2,"I could say that I chose out of consideration for her desire for fame; some critics already say ""Waking With Tasha"" is Malaquez's finest work.",0.079,0.719,0.201,0.5267,0.0,0.0,3.0,3,3
captured_moments_38865_39040,dev,3.17,3.0,3.17,"If science finds a way to safely free the subjects of Emil's art, perhaps the I who reads this file will know that my decision is wise.",0.0,0.696,0.304,0.8625,0.55,0.8500000000000001,2.0,3,3
captured_moments_39041_39153,train,2.2,3.3,2.5,But I cannot stop thinking that I was never afraid of losing Tasha to brain damage or death.,0.361,0.448,0.191,-0.7609,0.3,0.9,-11.0,4,2
captured_moments_39154_39355,train,2.6,3.6,2.7,"My fear is that she would live, and I would learn that I had lost her long before Emil Malaquez translated her into a thing that can be kept, admired, and loved.",0.146,0.663,0.191,0.4019,0.2621212121212121,0.5666666666666668,1.0,4,3
