text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,0,0,0,0,0,0,0,0,0,0,0
Man city's kit is dreadful!,1,0,1,0,0,0,0,0,1,0,0
A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,1,0,1,1,0,0,0,0,0,0,0
"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",0,0,1,1,1,1,0,0,0,0,0
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,1,0,1,0,0,0,0,0,1,0,0
Don't be so shy #nl,0,1,1,0,0,0,1,0,1,0,0
Gonna get some acupuncture today for all my damn anxiety 🙃🤕,0,0,0,1,0,0,0,0,0,0,0
Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,0,0,1,0,0,0,0,0,0,0,0
i already gets aggravated too fast like why aggravate me on purpose?,1,0,1,0,0,0,0,0,0,0,0
Just put the winter duvet on ☃️❄️🌬☔️ ,0,0,0,0,1,0,1,0,0,0,0
@Cinestrong something a cyber bully would say,1,0,1,0,0,0,0,0,0,0,0
@JackHoward the Christmas episode genuinely had me in tears of laughter,0,0,0,0,1,1,1,0,0,0,0
I'm a nervous wreck omg,0,0,0,1,0,0,0,1,1,0,0
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,1,1,1,0,0,0,1,0,0,0,0
@saraandgreg @Airbnb Another happy customer.  #secreteyes,0,0,0,0,1,0,1,0,0,0,0
@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!,0,0,0,0,1,0,0,0,0,0,0
@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either,1,0,1,0,0,0,0,0,0,0,0
@Corsair those sparkling looks like a gay vampire 😁,0,0,1,0,1,0,0,0,0,0,0
@DJ_JeanFranko growl!!!,1,0,1,0,0,0,0,0,0,0,0
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,0,1,0,0,1,0,1,0,0,1,0
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,0,0,0,0,0,0,0,0,0,0,0
So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,0,0,0,1,1,0,0,0,1,0,0
"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874",1,0,1,1,0,0,0,1,1,0,0
the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight,0,0,0,0,1,1,1,0,0,0,1
"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",0,1,0,0,1,1,0,0,0,0,0
Job interview tomorrow 😎 #bright side,0,0,0,1,1,0,1,0,0,0,0
"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. #optimism",1,0,1,0,1,0,1,0,0,0,0
"I start work tmrw yall, i'm nervous lol",0,1,0,1,1,0,0,1,0,0,0
@teenageic0n_ you'll be pleased to know my family are blues,0,1,0,0,1,0,1,0,0,1,0
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. #panic,1,0,1,1,0,0,0,0,0,0,0
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,1,0,1,0,0,0,0,0,1,0,0
"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",1,0,0,1,0,0,0,0,0,0,0
It were during the past's mistakes- similar to terror was pretty remarkable.,0,0,0,1,0,0,1,0,0,0,0
I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,1,1,0,0,0,0,0,0,0,0,0
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,0,0,0,0,0,0,1,0,1,1,0
@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday,0,0,1,0,1,0,0,0,0,0,0
Ffs clan... seriously never been so disheartened,0,0,0,0,0,0,0,0,1,0,0
My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,0,0,0,0,0,1,1,0,1,0,0
Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,1,0,1,0,0,0,0,1,1,0,0
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,1,0,1,0,0,0,0,0,0,0,0
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor,1,1,1,0,0,0,0,1,0,0,0
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",1,0,1,0,0,0,0,0,1,0,0
"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",1,0,1,0,0,0,0,0,0,0,0
@jaaames1993 Literally burst out laughing.,0,0,0,0,1,0,1,0,0,1,0
Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,0,0,0,0,0,0,0,0,0,0,0
My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,0,0,0,0,0,0,0,0,1,0,0
Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife,1,0,1,0,0,0,1,0,0,0,0
@RossKemp great programme tonight #sad #upsetting #extremeworld,0,0,0,0,0,0,0,1,1,0,0
SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,0,1,0,0,1,0,1,0,0,0,0
Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,0,0,0,0,0,0,0,0,1,0,0
Blake lively is flawless,0,1,0,0,1,0,1,0,0,0,1
Tremor!!!\n #tremor,0,0,0,1,0,0,0,0,1,0,0
"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",0,0,0,0,1,0,1,0,0,0,0
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,0,0,1,0,0,0,0,0,1,0,0
American horror story and chill tonight?😌,0,0,0,1,0,0,0,0,0,0,0
@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,0,1,0,0,1,0,1,0,0,1,0
@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,0,0,0,0,0,0,1,0,0,0,0
"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",0,0,0,0,1,0,1,0,0,0,0
World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace,0,0,0,1,0,0,1,0,0,0,1
@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,1,0,1,0,0,0,0,0,1,0,0
"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",0,0,0,0,1,1,0,0,0,0,0
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,1,1,0,0,0,0,0,0,0,0,0
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something ,0,0,0,0,0,0,0,0,0,0,0
@NikhilTikare i like cold gloomy weather,0,0,0,0,1,1,0,0,0,0,1
Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslways🐾,0,0,0,0,0,0,0,0,1,0,0
"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",0,0,0,0,1,0,1,0,0,0,0
"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",0,0,0,0,1,0,0,0,0,0,0
My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,0,0,0,0,1,0,1,0,0,0,0
"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",0,0,0,0,0,0,1,0,0,0,0
"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",0,0,0,1,0,0,1,0,0,0,0
"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",0,0,0,0,1,0,1,0,0,0,0
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger.",1,0,1,0,0,0,0,0,1,0,0
"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",1,0,1,1,0,0,0,0,1,0,0
I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,1,0,0,0,0,0,0,1,1,0,0
Literally fuming fuck sake,1,0,1,0,0,0,0,0,1,0,0
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,0,0,1,0,1,0,1,0,0,0,0
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,1,0,1,0,0,0,0,0,0,0,0
"@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.",1,0,0,0,0,0,0,0,1,0,0
Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,1,0,1,0,0,0,0,0,0,0,0
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,0,1,0,1,1,0,0,0,0,0,0
"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",1,0,1,0,0,0,0,0,0,0,0
@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ,0,1,1,0,0,0,0,0,0,0,0
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,1,0,1,0,0,0,0,0,0,0,0
Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,0,0,0,0,1,0,0,0,0,1,0
Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,0,1,0,0,1,1,0,0,0,0,0
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,0,1,0,0,1,0,0,0,0,1,0
"@JackAndAHat butter up the walls, nightmare",0,0,0,1,0,0,0,0,1,0,0
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,1,0,1,0,0,0,0,0,0,0,0
@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour,0,0,0,0,1,1,1,0,0,0,0
I feel horrible. I have accounting today but physically and mentally am not okay 😪,0,0,1,1,0,0,0,1,1,0,0
I found #marmite in Australia. `:) ,0,1,0,0,1,1,0,0,0,0,1
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH ,1,0,1,0,0,0,0,0,0,0,0
#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,0,0,0,0,0,0,0,0,0,0,0
Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching,0,0,0,0,1,0,1,0,0,0,0
"@PhilRosenthal Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!",0,0,0,0,1,0,1,0,0,0,0
"Shame on you @SkyNews showing an elephant being hunted and killed, ",1,0,1,0,0,0,0,0,1,0,0
Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart 😘,0,0,0,0,1,1,0,0,0,0,0
I really hate Mel and Sue. They think they're hilarious and they're just awful,1,0,1,0,0,0,0,0,0,0,0
@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,1,0,1,0,0,0,0,0,0,0,0
So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points ,1,0,0,0,0,0,0,0,1,0,0
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,0,0,0,0,1,0,0,0,0,1,0
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,0,1,0,1,0,0,0,0,0,0,0
"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",0,0,0,0,1,0,0,0,0,0,0
@Christy_RTR @doge_e_fresh I'm despondent,0,0,1,0,0,0,0,1,1,0,0
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,0,0,0,1,0,0,0,0,0,1,0
@10carley what a sulky pants!,1,0,1,0,0,0,0,0,1,0,0
Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,1,0,1,0,0,0,1,0,0,0,0
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",1,0,1,0,0,0,0,1,1,0,0
Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,1,0,1,1,0,0,0,0,0,0,0
But guess what ? I'm sober,0,0,0,0,1,0,0,0,0,0,0
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",1,0,1,0,0,0,0,0,1,0,0
"We are about a little over an hour away! We will arrive soon, do not fret!",0,0,0,0,1,0,1,0,0,0,0
"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",1,0,1,0,0,0,0,0,1,0,0
Am I watching #BacheloretteAU or Zoolander ?  #samvrhys,0,1,0,0,1,0,0,0,0,0,0
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,0,1,0,0,1,0,1,0,0,0,0
"Pussies - In the dark, they're all the same",0,0,1,0,0,0,0,0,0,0,0
@rsiereilly my heart did the flutter,0,0,0,1,1,1,1,0,0,0,0
When you arrive at the office the day before your first ever festival and the Internet is down ,1,0,1,0,0,0,0,0,1,0,0
@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,0,1,0,0,1,1,1,0,0,0,0
Probs spent a grand total of five minutes sober since Sunday evening :) #freshers,0,0,0,0,1,0,0,0,0,1,0
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy ,0,0,1,1,0,0,0,1,1,0,0
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",1,0,1,0,0,0,0,0,0,0,0
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,1,0,0,0,0,0,0,1,0,0,0
@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???,1,0,1,0,0,0,0,0,0,0,0
@drunkafzayn @vogueszap yes it's shocking how islamophobic Indias are considering how many Muslims live there,1,0,1,0,0,0,0,0,0,1,0
"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",0,0,0,0,1,0,1,0,0,0,0
Fellaini has been playing ahead of this guy...just let that sink in,0,1,0,0,0,0,0,0,1,0,0
"@eleanor_binks at least Blake lively and Ryan Reynolds are still together, God bless what a beaut couple",0,1,0,0,1,0,1,0,0,0,0
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,1,0,0,0,1,0,1,0,0,0,0
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,0,0,0,0,0,0,0,0,1,0,0
"Does anyone know, are both Sims in a dual sim phone both locked to the same network! #worry",0,0,0,1,0,0,0,1,1,0,0
@r0Ils ppl get triggered over u smiling they're irrelevant,0,0,1,0,1,0,1,1,1,0,0
But i'll be a pity. 🐑 #lively,0,0,0,0,1,0,0,0,0,0,0
We have been a better second half team this season. So there's that. ,0,0,0,0,1,0,1,0,0,0,0
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,0,0,0,0,1,1,1,0,0,0,0
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨,0,0,0,0,1,0,1,0,0,0,0
"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",1,1,0,0,1,0,1,0,0,0,0
"— Self-hatred gives rise to fury, fury to the desire for self-change.",1,0,1,0,0,0,1,0,1,0,0
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,1,0,1,0,1,0,0,0,0,0,0
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,1,0,1,0,0,0,0,0,0,0,0
"TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي",0,0,0,0,1,1,1,0,0,0,1
Finally made my #fury #warrior guide. Let me know your thoughts,1,1,0,0,1,0,0,0,0,0,0
I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious 😭😭😭\n\nI'm too damn playful,1,0,1,0,0,0,0,1,1,0,0
@harowe this sad truth!,0,0,0,0,0,0,0,0,1,0,0
"... Huh. Perhaps... Because we're both so dreary, we get along well?",0,0,0,0,1,0,1,0,0,0,0
@shod_jpg aye man she was fuming xo,1,0,0,0,0,0,0,0,1,0,0
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,0,1,0,0,1,0,1,0,0,0,1
So happy my next class is canceled bc..im od tired 😭,0,0,0,0,1,0,0,0,0,1,0
like srsly somebody help me deal with this social anxiety,0,0,0,1,0,0,0,0,0,0,0
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,1,0,1,0,0,0,0,0,0,0,0
@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂,0,0,0,1,0,0,0,0,1,1,0
"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",0,0,1,0,0,0,0,0,1,0,0
Life izn't about pleasing each others...😕\n\n#hell #with #pleasing,1,0,1,0,1,0,0,0,0,0,0
"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",1,1,1,0,0,0,0,0,0,0,0
@GroovyBruce @larsrjs44 @AshvsEvilDead the 'groovier' part is an affront to common decency. No way @VancityReynolds agrees.,1,1,1,0,0,0,1,0,0,0,0
"Even at this level, rojo still manages to play god damn awful. #MUFC",0,0,1,0,1,0,0,0,0,0,0
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,0,0,0,1,0,0,0,0,0,0,0
@jay_roseee but that new breezy &amp; tiller 🔥🔥🔥🔥🔥,0,0,0,0,0,0,0,0,0,0,0
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",0,0,0,0,1,0,1,0,0,0,1
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",0,0,1,0,1,0,1,0,1,0,0
"@joshgad My three year old asked me if Trump was a bad man, like a bully. After saying yes he's a bully, my son said mute him. We did!",0,0,1,0,1,0,1,0,0,0,0
The moment of the day when you have to start to plaster a smile in your face. #depression,0,0,0,0,0,0,0,0,1,0,0
@JasonBHampton it's Bowers. I went and drove it for a while this evening ,0,0,0,0,0,0,0,0,0,0,0
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,0,0,0,0,1,0,1,0,0,0,0
"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",0,0,0,0,0,0,1,0,0,0,1
@BuzzFeedAndrew @MattMurph24 start a countdown clock to reporting that pompous bully &amp; liar christie is asking president HRC for a pardon,1,0,1,0,0,0,0,0,1,0,0
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",0,1,0,1,0,0,1,0,0,0,0
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",0,0,0,0,0,0,0,1,1,0,0
Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,0,0,0,0,1,0,1,0,0,0,0
Should of stayed in Dubai 😞,0,1,1,0,0,0,0,1,1,0,0
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",0,0,0,0,1,0,1,0,1,0,0
"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …",0,0,0,0,1,0,1,0,0,0,0
@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,1,0,1,0,0,0,0,0,1,0,0
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,0,0,0,1,0,0,0,0,0,0,0
Bitch worry about me more than I worry about myself 🙄😩,1,0,1,1,0,0,0,0,1,0,0
"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",0,0,0,0,1,0,1,0,0,0,0
I asked Jared to marry me and he said no. #offended,1,0,1,0,0,0,0,0,1,0,0
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,0,0,0,0,1,1,1,0,0,0,0
talk about a mood pickup i went from depressed to elated so fast,0,0,0,0,1,0,1,0,0,1,0
"@_aiseela\nHe will rejoice over you with gladness, \nHe will renew you with His love, \nHe will rejoice over you with singing.",0,0,0,0,1,1,1,0,0,0,0
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,0,0,0,1,1,0,1,0,0,0,0
i got his bitch depress,1,0,1,0,0,0,0,0,1,0,0
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,1,0,1,0,0,0,0,0,0,0,0
Why have I only just started watching glee this week I am now addicted 🙄  #GLEEK,0,0,0,0,1,1,1,0,0,1,0
"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",1,1,1,0,0,0,1,0,0,0,0
When my friends send me ballons and fireworks through text... #amazing ,0,0,0,0,1,1,0,0,0,1,0
"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",0,0,0,0,0,0,1,0,1,0,0
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",0,0,0,0,1,0,1,0,0,0,1
Watch this amazing live.ly broadcast by @flydudern #lively #musically,0,0,0,0,1,0,1,0,0,0,0
"If u know anything about football help me out here, who should I start",0,1,0,0,0,0,0,0,0,0,0
"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",0,0,0,0,1,0,1,0,0,0,0
Someone set off the fire alarm and I'm so angry because I was in the middle of moisturizing my elbows,1,0,1,0,0,0,0,0,0,0,0
Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️,0,0,0,0,1,1,1,0,0,0,0
Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,1,0,0,0,1,0,1,0,0,0,0
@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny,1,0,1,0,1,0,0,0,0,0,0
"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore  #nojobsinbiology",1,1,0,1,0,0,0,1,0,0,0
I really wanna take advantage of UofW's gym but i'm shy af.,0,0,0,1,0,0,0,0,1,0,0
"You offend me, @Tansorma",1,0,1,0,0,0,0,0,1,0,0
@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,1,0,0,1,0,0,0,0,0,0,0
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,0,0,0,0,1,0,1,0,0,0,0
"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",0,0,0,0,1,0,0,0,0,0,0
Making my buddy cry !! Bitch wait for revenge 🤗👌🏻,1,0,1,0,0,0,0,0,0,0,0
"Eve, Izzy, and Paige cheerfully sing songs together.",0,0,0,0,1,1,1,0,0,0,0
"People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN",1,0,1,1,0,0,0,0,1,0,0
I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,1,0,1,0,0,0,0,0,0,0,0
Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,0,0,0,0,1,0,1,0,0,0,0
Miami proficiency is like pleasing by what name miami beaches: pIkxb,0,0,0,0,1,0,0,0,0,0,0
Goddamn headache. ,1,0,1,0,0,0,0,1,1,0,0
Yet again another night I should've stayed in😊,0,0,0,0,1,0,0,0,0,0,0
"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.",1,1,1,0,0,0,1,0,0,0,1
"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",0,0,0,0,1,0,1,0,0,0,0
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),0,0,0,1,1,0,1,0,0,0,0
"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies #terrible #whereismyfurniture",1,0,1,0,0,0,0,0,0,0,0
@IPES_44 Mourinho is horrid,1,0,1,0,0,0,0,0,0,0,0
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,0,0,0,0,0,0,0,1,1,1,0
"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling",1,0,1,0,0,0,0,0,0,0,0
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,0,0,0,0,1,0,1,0,0,0,0
@riinkanei he's a horrible person and now i gag when i see people quote him,1,0,1,1,0,0,0,0,0,0,0
@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...,1,0,1,0,0,0,0,0,0,0,0
"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense.  #CharlotteProtest #terrible",1,0,1,1,0,0,0,0,1,0,0
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",0,1,0,0,1,1,1,0,0,0,0
@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money,1,0,1,0,0,0,0,0,0,0,0
so probably hunger and depression and dissociating equals a weird time anything else,0,0,1,0,0,0,0,1,1,0,0
@LazyBoiSam blues... blues? 🤔,0,0,0,0,0,0,0,0,0,0,0
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",1,0,1,0,0,0,0,0,1,0,0
"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂",0,0,0,0,1,0,1,0,0,0,0
Cross Party Group on Crofting meeting tonight in @ScotParl. Suspect it's going to be a lively meeting....,0,1,0,0,1,0,1,0,0,0,0
"@TrevorHMoore @paget_old In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.",0,0,0,0,0,0,0,0,0,0,0
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",0,0,0,1,0,0,1,0,0,0,0
